,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
5455,Hyundai,2012,140000,20000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
5456,Hyundai,2019,550000,3000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
5459,Ford,2018,950000,35000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
5463,Maruti,2018,375000,50000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
5468,Maruti,2016,590000,40000,Petrol,Individual,Manual,Second Owner,5,91.1,kmpl,20.73,1373
5469,Hyundai,2019,420000,30000,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086
5474,Tata,2019,530000,20000,Petrol,Individual,Manual,First Owner,5,83.81,kmpl,20.3,1199
5481,Maruti,2013,350000,110000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248
5486,Renault,2017,325000,16500,Petrol,Individual,Manual,Second Owner,5,67.0,kmpl,23.01,999
5488,Maruti,2012,180000,80000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
5489,Maruti,2020,700000,20000,Petrol,Individual,Manual,First Owner,5,88.5,kmpl,23.26,1197
5492,Volkswagen,2018,885000,75000,Diesel,Individual,Automatic,First Owner,5,108.5,kmpl,21.5,1498
5493,Maruti,2011,160000,140000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,21.1,1248
5494,Hyundai,2012,300000,120000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396
5495,Volkswagen,2018,950000,75000,Diesel,Individual,Automatic,First Owner,5,108.5,kmpl,21.5,1498
5496,Maruti,2015,549000,90000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248
5498,Renault,2012,570000,100000,Diesel,Individual,Manual,Second Owner,5,78.0,kmpl,21.8,1461
5504,Volkswagen,2015,434999,50000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,20.14,1498
5505,Maruti,2015,260000,25000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
5506,Maruti,2013,450000,24019,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
5507,Hyundai,2013,459999,80000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
5508,Maruti,2011,210000,100000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248
5509,Maruti,2015,540000,93000,Petrol,Individual,Manual,Second Owner,5,83.14,kmpl,20.85,1197
5512,Hyundai,2019,990000,19600,Diesel,Individual,Manual,First Owner,5,88.7,kmpl,22.1,1396
5514,Ford,2017,880000,33000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
5522,Maruti,2012,170000,90000,Petrol,Individual,Manual,Third Owner,5,67.1,kmpl,20.92,998
5525,Ford,2017,900000,35000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
5526,Maruti,2013,390000,120000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
5527,Maruti,2014,445000,80000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
5528,Maruti,2014,459999,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,74.0,kmpl,23.4,1248
5530,Maruti,2009,200000,120000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248
5533,Toyota,2014,550000,250000,Diesel,Individual,Manual,First Owner,5,67.04,kmpl,23.59,1364
5537,Maruti,2008,129000,60000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
5539,Ford,2014,570000,48000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,21.7,1498
5548,Maruti,2015,650000,50000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
5561,Maruti,2010,311000,94000,Diesel,Individual,Manual,Second Owner,5,75.0,kmpl,21.1,1248
5565,Maruti,2018,440000,20000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
5566,Maruti,2018,440000,17000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
5572,Tata,2010,200000,60000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396
5573,Hyundai,2016,750000,40000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,21.19,1396
5577,Renault,2017,350000,30000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
5578,Maruti,2016,450000,175000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
5587,Hyundai,2012,254999,90000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
5589,Volkswagen,2013,280000,80000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199
5590,Maruti,2017,725000,35000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,21.21,1197
5593,Hyundai,2015,287000,100000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
5597,Maruti,2013,240000,108916,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
5598,Hyundai,2013,290000,40000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
5599,Hyundai,2014,229999,80000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
5602,Maruti,2004,90000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796
5603,Hyundai,2012,330000,90000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
5604,Maruti,2009,200000,70000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,21.1,1248
5612,Hyundai,2014,280000,60000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
5615,Mahindra,2013,250000,180000,Diesel,Individual,Manual,First Owner,5,64.1,kmpl,20.8,1461
5618,Hyundai,2013,509999,120000,Diesel,Individual,Automatic,Second Owner,5,126.3,kmpl,22.32,1582
5620,Hyundai,2014,525000,80000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
5622,Volkswagen,2011,254999,120000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,22.07,1199
5629,Maruti,2017,440000,30000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
5635,Maruti,2019,780000,7200,Petrol,Individual,Manual,First Owner,5,100.5,kmpl,21.1,998
5636,Volkswagen,2011,320000,77000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,22.07,1199
5646,Maruti,2018,472000,30000,Petrol,Individual,Automatic,First Owner,5,67.0,kmpl,20.51,998
5649,Tata,2018,525000,110000,Diesel,Individual,Manual,Second Owner,5,88.7,kmpl,20.65,1248
5651,Tata,2013,325000,100000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,22.3,1248
5653,Ford,2014,310000,90000,Diesel,Individual,Manual,Second Owner,5,67.0,kmpl,19.68,1399
5655,Ford,2014,330000,100000,Diesel,Individual,Manual,Second Owner,5,67.0,kmpl,19.68,1399
5656,Ford,2012,250000,80000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
5660,Maruti,2015,280000,110000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
5661,Tata,2011,153000,50000,Diesel,Individual,Manual,Second Owner,5,70.0,kmpl,23.57,1396
5665,Maruti,2012,235000,80000,Petrol,Individual,Manual,Third Owner,5,67.1,kmpl,20.92,998
5666,Maruti,2016,500000,15000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
5670,Volkswagen,2016,591000,60000,Diesel,Dealer,Manual,First Owner,5,108.5,kmpl,21.49,1498
5671,Hyundai,2015,585000,72000,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396
5674,Hyundai,2014,484999,70100,Diesel,Dealer,Manual,First Owner,5,88.73,kmpl,22.54,1396
5677,Ford,2011,195000,77395,Diesel,Dealer,Manual,Second Owner,5,68.0,kmpl,20.0,1399
5683,Volkswagen,2015,651000,69000,Diesel,Dealer,Automatic,First Owner,5,108.6,kmpl,22.15,1498
5695,Maruti,2015,650000,70000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248
5704,Maruti,2011,275000,165000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,21.1,1248
5707,Volkswagen,2011,400000,100000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
5710,Maruti,2016,500000,40000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
5713,Volkswagen,2018,1290000,29899,Diesel,Dealer,Automatic,First Owner,5,108.6,kmpl,22.15,1498
5714,Hyundai,2020,775000,2000,Petrol,Dealer,Manual,First Owner,5,81.86,kmpl,20.7,1197
5715,Renault,2017,695000,34000,Diesel,Dealer,Manual,First Owner,8,83.8,kmpl,21.04,1461
5718,Maruti,2016,434999,10000,Petrol,Dealer,Automatic,First Owner,5,67.04,kmpl,23.1,998
5719,Hyundai,2015,850000,59235,Diesel,Dealer,Manual,First Owner,5,126.2,kmpl,19.67,1582
5723,Hyundai,2013,360000,144000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.9,1396
5724,Hyundai,2013,350000,144000,Diesel,Individual,Manual,First Owner,5,88.8,kmpl,21.9,1396
5728,Hyundai,2017,860000,40000,Diesel,Individual,Manual,Second Owner,5,126.2,kmpl,22.0,1582
5732,Volkswagen,2011,240000,110000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598
5739,Maruti,2018,545000,10000,Petrol,Dealer,Automatic,First Owner,5,67.04,kmpl,23.1,998
5740,Maruti,2018,775000,21147,Petrol,Dealer,Automatic,First Owner,5,83.1,kmpl,21.4,1197
5744,Maruti,2017,620000,37000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,21.01,1197
5748,Maruti,2018,775000,17000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,21.01,1197
5751,Maruti,2017,380000,50000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,23.1,998
5753,Maruti,2016,240000,35000,Petrol,Individual,Manual,Second Owner,5,47.3,kmpl,22.74,796
5755,Maruti,2015,420000,36000,Petrol,Individual,Manual,First Owner,5,83.11,kmpl,20.4,1197
5756,Ford,2011,130000,180000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
5757,Maruti,2012,110000,80000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
5758,Maruti,2007,120000,120000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
5762,Toyota,2018,665000,70000,Diesel,Individual,Manual,First Owner,5,67.04,kmpl,23.59,1364
5764,Hyundai,2012,340000,92686,Diesel,Dealer,Manual,Second Owner,5,88.76,kmpl,21.9,1396
5766,Tata,2012,270000,80000,Diesel,Individual,Manual,First Owner,5,88.76,kmpl,21.02,1248
5771,Hyundai,2014,250000,80000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
5774,Hyundai,2010,350000,90000,Diesel,Individual,Manual,Second Owner,5,90.0,kmpl,23.0,1396
5775,Maruti,2018,600000,25000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
5778,Ford,2018,690000,13000,Petrol,Individual,Manual,First Owner,5,94.93,kmpl,20.4,1194
5780,Hyundai,2018,350000,10000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,20.3,998
5781,Maruti,2012,220000,13000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
5782,Renault,2019,700000,6500,Petrol,Individual,Manual,First Owner,7,72.0,kmpl,20.0,999
5783,Hyundai,2013,198000,49500,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
5784,Hyundai,2011,350000,50000,Diesel,Individual,Manual,First Owner,5,90.0,kmpl,23.0,1396
5785,Tata,2011,210000,175000,Diesel,Individual,Manual,Second Owner,5,70.0,kmpl,23.57,1396
5786,Tata,2011,210000,175000,Diesel,Individual,Manual,Second Owner,5,69.0,kmpl,23.03,1396
5787,Maruti,2014,375000,110000,Diesel,Individual,Manual,Third Owner,5,73.94,kmpl,23.2,1248
5792,Toyota,2018,780000,116000,Diesel,Individual,Manual,First Owner,5,67.05,kmpl,23.59,1364
5793,Maruti,2020,445000,1000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,21.21,1197
5800,Maruti,2013,300000,120000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248
5803,Honda,2017,950000,24000,Diesel,Dealer,Manual,First Owner,7,98.6,kmpl,21.9,1498
5806,Volkswagen,2017,750000,50000,Diesel,Individual,Manual,First Owner,5,108.6,kmpl,22.27,1498
5807,Hyundai,2017,254999,34000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
5811,Volkswagen,2017,655000,50000,Diesel,Individual,Automatic,First Owner,5,108.495,kmpl,22.0,1498
5812,Ford,2011,210000,84000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
5815,Hyundai,2019,430000,18500,Petrol,Individual,Manual,First Owner,5,68.0,kmpl,20.3,1086
5816,Tata,2012,155000,50000,Diesel,Individual,Manual,First Owner,5,69.0,kmpl,23.03,1396
5825,Hyundai,2008,250000,100000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
5826,Maruti,2005,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,46.3,kmpl,19.7,796
5829,Hyundai,2020,500000,1000,Petrol,Individual,Manual,First Owner,5,68.07,kmpl,20.3,1086
5831,Renault,2015,690000,80000,Diesel,Individual,Manual,First Owner,8,83.8,kmpl,21.04,1461
5836,Maruti,2013,470000,150000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
5839,Ford,2013,275000,104300,Diesel,Individual,Manual,First Owner,5,68.1,kmpl,20.0,1399
5841,Volkswagen,2020,800000,25000,Diesel,Individual,Manual,First Owner,5,108.62,kmpl,21.66,1498
5848,Maruti,2013,409999,100000,Diesel,Individual,Manual,Third Owner,5,74.0,kmpl,22.9,1248
5849,Hyundai,2015,1000000,73500,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
5855,Volkswagen,2013,325000,155000,Diesel,Individual,Manual,Second Owner,5,103.6,kmpl,20.54,1598
5862,Maruti,2012,625000,100000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,23.4,1248
5864,Maruti,2015,330000,84000,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,23.1,998
5866,Hyundai,2011,300000,30000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,19.81,1086
5867,Maruti,2016,650000,35000,Petrol,Individual,Manual,Second Owner,5,83.1,kmpl,21.4,1197
5868,Mahindra,2015,380000,120000,Diesel,Individual,Manual,Second Owner,5,65.0,kmpl,21.03,1461
5870,Hyundai,2012,590000,110000,Diesel,Individual,Manual,Second Owner,5,126.32,kmpl,22.32,1582
5875,Renault,2012,220000,75000,Diesel,Individual,Manual,First Owner,5,63.12,kmpl,23.08,1461
5880,Maruti,2015,475000,51000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,22.0,1197
5881,Maruti,2017,525000,29000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,20.89,1197
5882,Maruti,2015,365000,28000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,20.52,1197
5891,Hyundai,2012,350000,120000,Diesel,Individual,Manual,Third Owner,5,126.32,kmpl,22.32,1582
5892,Volkswagen,2013,325000,120000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199
5893,Volkswagen,2013,360000,80000,Diesel,Individual,Manual,First Owner,5,73.9,kmpl,22.07,1199
5894,Maruti,2010,148000,120000,Petrol,Individual,Manual,First Owner,5,67.1,kmpl,20.92,998
5896,Toyota,2014,430999,120000,Diesel,Individual,Manual,First Owner,5,67.04,kmpl,23.59,1364
5899,Renault,2019,300000,35000,Petrol,Individual,Manual,First Owner,5,67.0,kmpl,23.01,999
5901,Ford,2010,260000,70000,Diesel,Individual,Manual,First Owner,5,68.0,kmpl,20.0,1399
5909,Ford,2017,934000,101000,Diesel,Individual,Manual,First Owner,5,98.59,kmpl,22.77,1498
5921,Volkswagen,2012,380000,200000,Diesel,Individual,Manual,First Owner,5,103.6,kmpl,20.54,1598
5924,Maruti,2011,350000,118000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248
5926,Tata,2018,980000,20000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
5927,Tata,2018,969999,21871,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
5931,Maruti,2015,250000,70000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
5937,Tata,2018,950000,14000,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
5943,Hyundai,2015,965000,60000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
5944,Maruti,2013,700000,37659,Diesel,Individual,Manual,First Owner,7,88.8,kmpl,20.77,1248
5945,Maruti,2012,250000,89000,Diesel,Individual,Manual,Second Owner,5,73.94,kmpl,23.2,1248
5946,Maruti,2013,680000,37500,Diesel,Individual,Manual,Second Owner,7,88.8,kmpl,20.77,1248
5952,Maruti,2011,250000,90000,Diesel,Individual,Manual,Third Owner,5,73.9,kmpl,21.1,1248
5955,Maruti,2013,550000,120000,Diesel,Individual,Manual,Third Owner,7,88.76,kmpl,20.77,1248
5961,Maruti,2017,550000,46000,Petrol,Individual,Manual,First Owner,5,83.1,kmpl,21.4,1197
5965,Toyota,2012,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,5,87.2,kmpl,21.43,1364
5967,Maruti,2011,225000,90000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
5968,Maruti,2010,190000,80000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
5969,Maruti,2003,100000,164000,Petrol,Individual,Manual,Third Owner,5,46.3,kmpl,19.7,796
5977,Maruti,2018,430000,14000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
5982,Maruti,2015,313000,68203,Petrol,Dealer,Manual,First Owner,5,67.05,kmpl,21.79,998
5985,Renault,2016,600000,90000,Diesel,Individual,Manual,Second Owner,5,83.8,kmpl,19.87,1461
5987,Maruti,2008,160000,70000,Petrol,Individual,Manual,Fourth & Above Owner,8,35.0,kmpl,19.7,796
5988,Hyundai,2014,290000,31000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
5990,Maruti,2015,380000,20000,CNG,Individual,Manual,First Owner,5,61.7,km/kg,21.94,1196
5991,Hyundai,2014,180000,62000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
5998,Hyundai,2013,275000,20000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
6000,Maruti,2014,325000,65204,Petrol,Trustmark Dealer,Automatic,First Owner,5,67.04,kmpl,23.1,998
6002,Maruti,2018,655000,15732,Petrol,Dealer,Automatic,First Owner,5,81.8,kmpl,22.0,1197
6004,Maruti,2018,525000,33000,Petrol,Dealer,Manual,First Owner,5,81.8,kmpl,20.89,1197
6009,Maruti,2017,620000,90000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197
6012,Tata,2018,400000,22000,Petrol,Individual,Manual,First Owner,5,84.0,kmpl,20.3,1199
6013,Maruti,2017,400000,70000,Petrol,Individual,Manual,First Owner,5,67.04,kmpl,20.51,998
6022,Renault,2013,399000,61000,Diesel,Dealer,Manual,Second Owner,5,84.8,kmpl,21.64,1461
6024,Volkswagen,2011,365000,65000,Diesel,Dealer,Manual,Second Owner,5,103.6,kmpl,20.54,1598
6027,Hyundai,2016,280000,100000,Petrol,Individual,Manual,First Owner,5,68.05,kmpl,20.3,998
6037,Hyundai,2015,900000,50000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
6041,Volkswagen,2017,650000,49060,Diesel,Individual,Manual,First Owner,5,108.495,kmpl,22.0,1498
6043,Maruti,2013,235000,18000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
6044,Ford,2018,800000,37161,Diesel,Dealer,Manual,First Owner,5,89.84,kmpl,22.7,1498
6045,Hyundai,2016,1050000,80000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,19.67,1582
6048,Volkswagen,2014,391000,120000,Diesel,Individual,Manual,Second Owner,5,88.8,kmpl,20.14,1498
6052,Maruti,2012,370000,68000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,23.4,1248
6054,Hyundai,2012,250000,25000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
6057,Ford,2018,925000,50699,Diesel,Dealer,Manual,First Owner,5,98.59,kmpl,22.77,1498
6058,Hyundai,2016,700000,111000,Diesel,Individual,Manual,Second Owner,5,88.73,kmpl,21.19,1396
6059,Maruti,2018,700000,48000,Petrol,Individual,Manual,Second Owner,5,100.5,kmpl,21.1,998
6063,Ford,2011,180000,90000,Diesel,Individual,Manual,Third Owner,5,68.0,kmpl,20.0,1399
6065,Toyota,2014,320000,90000,Diesel,Individual,Manual,Third Owner,5,67.06,kmpl,23.59,1364
6068,Tata,2019,650000,20000,Petrol,Individual,Manual,First Owner,5,83.81,kmpl,20.3,1199
6073,Maruti,2010,200000,70000,Diesel,Individual,Manual,Second Owner,5,73.9,kmpl,21.1,1248
6076,Maruti,2008,114999,100000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
6077,Maruti,2013,500000,92000,Diesel,Individual,Manual,Third Owner,7,88.76,kmpl,20.77,1248
6081,Tata,2018,850000,9500,Diesel,Individual,Manual,First Owner,5,108.5,kmpl,21.5,1497
6088,Hyundai,2014,600000,100000,Diesel,Individual,Manual,Fourth & Above Owner,5,88.73,kmpl,22.54,1396
6090,Ford,2018,990000,60000,Diesel,Individual,Manual,First Owner,5,98.96,kmpl,23.0,1498
6092,Maruti,2017,745000,10000,Petrol,Individual,Automatic,First Owner,5,83.1,kmpl,21.4,1197
6094,Maruti,2019,540000,5000,Petrol,Individual,Automatic,First Owner,5,81.8,kmpl,20.52,1197
6096,Tata,2017,600000,27000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.95,1248
6099,Hyundai,2018,640000,20000,Petrol,Individual,Manual,First Owner,5,81.86,kmpl,20.14,1197
6101,Maruti,2016,500000,100000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,20.4,1197
6107,Hyundai,2018,1200000,40000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,22.0,1582
6108,Hyundai,2012,300000,45000,Petrol,Individual,Manual,First Owner,5,78.9,kmpl,20.36,1197
6111,Hyundai,2017,350000,26263,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
6116,Maruti,2017,625000,25000,Petrol,Individual,Manual,First Owner,5,81.8,kmpl,22.0,1197
6118,Maruti,2019,475000,5000,Petrol,Individual,Automatic,First Owner,5,67.0,kmpl,21.7,998
6119,Ford,2014,550000,105000,Diesel,Dealer,Manual,First Owner,5,98.96,kmpl,21.7,1498
6121,Maruti,2014,530000,90000,Diesel,Individual,Manual,First Owner,5,74.0,kmpl,22.9,1248
6124,Maruti,2000,45957,90000,Petrol,Individual,Manual,Second Owner,5,46.3,kmpl,19.7,796
6125,Hyundai,2012,190000,65000,Petrol,Individual,Manual,First Owner,5,55.2,kmpl,21.1,814
6126,Hyundai,2014,730000,60000,Diesel,Individual,Manual,First Owner,5,126.32,kmpl,22.32,1582
6129,Renault,2018,1265000,12000,Diesel,Individual,Manual,First Owner,5,108.45,kmpl,20.37,1461
6131,Maruti,2009,130000,60000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
6137,Maruti,2012,550000,93000,Diesel,Individual,Manual,First Owner,7,88.76,kmpl,20.77,1248
6138,Maruti,2015,500000,117000,Petrol,Individual,Manual,First Owner,5,83.14,kmpl,20.85,1197
6141,Maruti,2016,252000,30000,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
6143,Maruti,2004,100000,40000,Petrol,Individual,Manual,First Owner,5,46.3,kmpl,19.7,796
6144,Maruti,2015,350000,46357,Petrol,Individual,Manual,Second Owner,5,67.04,kmpl,20.51,998
6146,Renault,2016,620000,7000,Diesel,Dealer,Manual,First Owner,8,83.8,kmpl,21.04,1461
6149,Hyundai,2018,950000,70000,Diesel,Individual,Manual,First Owner,5,126.2,kmpl,22.0,1582
6151,Hyundai,2012,360000,90000,Diesel,Individual,Manual,Second Owner,5,88.76,kmpl,21.9,1396
6153,Hyundai,2011,270000,60000,Petrol,Individual,Manual,Second Owner,5,68.05,kmpl,19.81,1086
6154,Hyundai,2015,650000,70000,Diesel,Individual,Manual,First Owner,5,88.73,kmpl,22.54,1396
6155,Ford,2011,200000,170000,Diesel,Individual,Manual,Second Owner,5,68.0,kmpl,20.0,1399
6157,Maruti,2012,416000,90000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.9,1248
6159,Tata,2013,190000,120000,Diesel,Individual,Manual,Second Owner,5,74.0,kmpl,22.3,1248
6167,Hyundai,2012,195000,35000,Petrol,Individual,Manual,Second Owner,5,55.2,kmpl,21.1,814
6170,Hyundai,2012,220000,67000,Petrol,Individual,Manual,Second Owner,5,78.9,kmpl,20.36,1197
6171,Maruti,2016,320000,46737,Petrol,Individual,Manual,First Owner,5,47.3,kmpl,22.74,796
